Id,Product_id,Link,Description,Result Date
"11. An Analysis of Science and Technology Workers Deployment in the Canadian Economy, January 1999 Archived",Articles and reports: 88F0006X1999003,https://www150.statcan.gc.ca/n1/pub/88f0006x/88f0006x1999003-eng.pdf,"Description: This paper examines the industrial distribution, and levels of unemployment of people who were educated in science and technology subjects at college, Bachelor, Master's and Ph.D. levels.",1999-06-08
12. Associations between household food insecurity and health outcomes in the Aboriginal population (excluding reserves) Archived,Articles and reports: 82-003-X201100211435,https://www150.statcan.gc.ca/n1/pub/82-003-x/2011002/article/11435-eng.htm,"Description: Data from the 2004 Canadian Community Health Survey - Nutrition were used to examine the relationships between household food security and self-reported health, well-being and health...Description: Data from the 2004 Canadian Community Health Survey - Nutrition were used to examine the relationships between household food security and self-reported health, well-being and health behaviours in a sample of Aboriginal adults living off reserve.More",2011-05-18
13. Beverage and Tobacco Products Industries Archived,Journals and periodicals: 32-251-X,/n1/en/catalogue/32-251-X,"Description: The most recent issue contains the article ""The beverage industries: two markets"" by Peter Zylstra.This paper presents recent developments in the Beverage Industries. Following a brief...Description: The most recent issue contains the article ""The beverage industries: two markets"" by Peter Zylstra.This paper presents recent developments in the Beverage Industries. Following a brief introduction, the industry is analysed in terms of the four component sub-industries, which fall into two groups: soft drinks and alcoholic beverages. The two groups constitute different overall markets. The summary of recent developments is based on results of the 1997 Annual Survey of Manufactures (ASM). Other sources are used to provide industry environment and economic backgroun.More",2000-04-01
14. Beyond the Information Highway Networked Canada (Information and Communications Technologies (ICT) Compendium) Archived,Journals and periodicals: 56-504-X,/n1/en/catalogue/56-504-X,"Description: Networked Canada is the first comprehensive compendium to be published by Statistics Canada on the information and communications technologies (ICT) sector. The compendium has been...Description: Networked Canada is the first comprehensive compendium to be published by Statistics Canada on the information and communications technologies (ICT) sector. The compendium has been designed as a profile of the information society, focusing on current trends, as well as an historical overview of the growth and development of the Canadian ICT sector industries. The publication contains two main parts. The first provides a statistical overview of the ICT sector on the basis of key economic variables, including production, employment, international trade, revenue and R&D expenditure. A summary of international ICT sector comparisons for selected variables, using recent data published by the Organization for Economic Cooperation and Development (OECD) is also included here. The ever widening use of, and access to ICTs in the home, at work, in schools and by governments is examined in the second part. Many different data sources have been used throughout the project, and while all efforts have been made to maximize the amount of data available, it has not been possible in all instances to consistently report for all ICT industries and all relevant variables. The conversion to the new North American Industrial Classification System (NAICS) has largely contributed to these difficulties, and it is expected that a greater range of data will be available once all of the survey programs begin reporting on the basis of this new industry classification.More",2001-04-27
15. Biotechnologies adopted in many firms despite obstacles Archived,Articles and reports: 88-003-X19990025345,https://www150.statcan.gc.ca/n1/pub/88-003-x/88-003-x1999002-eng.pdf,Description: Some analysts suggest that biotechnology may trigger a revolution equal to the one prompted by information technology. Various sectors of Canadian industry are already actively using...Description: Some analysts suggest that biotechnology may trigger a revolution equal to the one prompted by information technology. Various sectors of Canadian industry are already actively using biotechnologies for purposes ranging from research and development to pollution control. Many still see obstacles to adopting new biotechnologies including lack of information and government regulation.More,2000-01-17
"16. Biotechnology research and development (R&D) in Canadian industry, 1997 Archived",Articles and reports: 88-001-X20000027928,https://www150.statcan.gc.ca/n1/pub/88-001-x/88-001-x2000002-eng.pdf,"Description: The statistics presented in this bulletin are derived from our latest survey of research and development activities in Canadian industry. In 1997, a decision was made to reduce...Description: The statistics presented in this bulletin are derived from our latest survey of research and development activities in Canadian industry. In 1997, a decision was made to reduce response burden by eliminating the short survey forms in favour of using administrative data. Biotechnology data are not currently available from administrative data. Therefore, only those research and development performers with over one million dollars of intramural research and development expenditures are included in these statistics. Based on 1995, the last year of full coverage, 87.6% of biotechnology research and development expenditures were made by these large performers, which represented 24% of all companies reporting biotechnology research and development activities.More",2000-06-16
"17. Biotechnology research and development (R&D) in Canadian industry, 1998 Archived",Articles and reports: 88-001-X20010047917,https://www150.statcan.gc.ca/n1/pub/88-001-x/88-001-x2001004-eng.pdf,"Description: Biotechnology is an enabling technology - one that has been compared to electricity or microelectronics - because it has the potential to transform production processes, products and...Description: Biotechnology is an enabling technology - one that has been compared to electricity or microelectronics - because it has the potential to transform production processes, products and services in a wide range of sectors of the economy. At present, major applications of biotechnology are taking place in health, agriculture and agrifood, and natural resources (e.g. forestry and mining). This survey is intended to quantify the level of industrial activity in biotechnology research and development by sector of application and to reveal trends in spending.More",2001-05-18
"18. Biotechnology research and development (R&D) in Canadian industry, 2000 Archived",Articles and reports: 88-001-X20030047882,https://www150.statcan.gc.ca/n1/pub/88-001-x/88-001-x2003004-eng.pdf,"Description: Biotechnology is an enabling technology - one that has been compared to electricity or microelectronics - because it has the potential to transform production processes, products and...Description: Biotechnology is an enabling technology - one that has been compared to electricity or microelectronics - because it has the potential to transform production processes, products and services in a wide range of sectors of the economy. At present, major applications of biotechnology are taking place in health, agrifood, and natural resources (e.g. forestry and mining). This survey is intended to quantify the level of industrial activity in biotechnology Research and Development by sector of application and to reveal trends in spending.More",2003-06-05
"19. Biotechnology scientific activities in selected federal government departments and agencies, 2000-2001 Archived",Articles and reports: 88-001-X20020027902,https://www150.statcan.gc.ca/n1/pub/88-001-x/88-001-x2002002-eng.pdf,"Description: Statistics presented are derived from a survey of eight Provincial Research Organizations (PRO): the New Brunswick Research and Productivity Council: the ""Centre de recherche...Description: Statistics presented are derived from a survey of eight Provincial Research Organizations (PRO): the New Brunswick Research and Productivity Council: the ""Centre de recherche industrielle du Québec (CRIQ)"": the Industrial Technology Centre (Manitoba) (formerly the Economic Innovation and Technology Council): the Saskatchewan Research Council: the Alberta Research Council: the Yukon Research Institute: the NUNAVUT Research Institute (formerly the Science Institute of the Northwest Territories), and the Aurora Research Institute (Aurora College N.W.T).More",2002-04-12
"20. Biotechnology scientific activities in selected federal government departments, and agencies, 1997-98 Archived",Articles and reports: 88-001-X19980047989,https://www150.statcan.gc.ca/n1/pub/88-001-x/88-001-x1998004-eng.pdf,Description: The results contribute to the work of the federal Biotech Strategy Task Force.,1998-09-14
21. Biotechnology Use by Canadian Industry - 1996 Archived,Articles and reports: 88F0006X1998005,https://www150.statcan.gc.ca/n1/pub/88f0006x/88f0006x1998005-eng.pdf,"Description: Statistics Canada is engaged in the ""Information System for Science and Technology Project"" to develop useful indicators of activity and a framework to tie them together into a...Description: Statistics Canada is engaged in the ""Information System for Science and Technology Project"" to develop useful indicators of activity and a framework to tie them together into a coherent picture of science and technology (S&T) in Canada. The working papers series is used to publish results of the different initiatives conducted within this project. The data are related to the activities, linkages and outcomes of S&T. Several key areas are covered such as: innovation, technology diffusion, human resources in S&T and interrelations between different actors involved in S&T. This series also presents data tabulations taken from regular surveys on research and development (R&D) and S&T and made possible by the project.More",1998-10-30
"22. Bone health: Osteoporosis, calcium and vitamin D Archived",Articles and reports: 82-003-X201100311515,https://www150.statcan.gc.ca/n1/pub/82-003-x/2011003/article/11515-eng.htm,Description: This article profiles the population aged 50 or older who reported having been diagnosed with osteoporosis. Variables associated with increased risk of diagnosis and differences...Description: This article profiles the population aged 50 or older who reported having been diagnosed with osteoporosis. Variables associated with increased risk of diagnosis and differences between 2004 and 2009 are presented. Intake of calcium and vitamin D from food and from supplements is analyzed by the presence or absence of osteoporosis.More,2011-07-20
23. Businesses in the food chain survive the turmoil of the 1990s Archived,Articles and reports: 21-004-X20010095953,https://www150.statcan.gc.ca/n1/pub/21-004-x/21-004-x2001009-eng.pdf,"Description: Food manufacturers, wholesalers and retailers have managed to sustain reasonable returns during the 1990s despite the challenges posed by the advent of free trade agreements and the...Description: Food manufacturers, wholesalers and retailers have managed to sustain reasonable returns during the 1990s despite the challenges posed by the advent of free trade agreements and the changing eating habits of the population. This article looks at the returns on investment for businesses operating in the domestic food sector during the 1990s.More",2001-10-12
"24. ""Can I help you?"": The rise in household spending on services Archived",Articles and reports: 63-016-X19980023999,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x1998002-eng.pdf,"Description: Consumer expenditures by households are increasingly a driving force behind economic growth - not only for many individual industries, but also for the overall economy. In 1996...Description: Consumer expenditures by households are increasingly a driving force behind economic growth - not only for many individual industries, but also for the overall economy. In 1996, personal expenditures amounted to 58.3% of Canada's nominal gross domestic product (GDP), up from 56.6% in 1986. Aggregate consumer spending patterns are affected by several factors. Consumer tastes can shift over time, as new commodities are introduced and others become outdated. As well, changes in the demographic, economic and social characteristics of consumers can affect consumer decisions, as can shifts in the relative prices, utilities and quality levels of different goods and services.More",1998-10-15
"25. ""Can I Help You?"": The Rise in Household Spending on Services Archived",Articles and reports: 63F0002X1999021,https://www150.statcan.gc.ca/n1/pub/63f0002x/63f0002x1999021-eng.pdf,"Description: Consumer expenditures by households are increasingly a driving force behind economic growth, and are affected by several factors. Consumer tastes can shift over time, as new...Description: Consumer expenditures by households are increasingly a driving force behind economic growth, and are affected by several factors. Consumer tastes can shift over time, as new commodities are introduced and others become outdated. Changes in the demographic, economic and social characteristics of consumers can also affect consumer preferences, as can shifts in the relative prices, utilities and quality levels of various goods and services. Based on Family Expenditure Survey data for both 1986 and 1996, this study examines how the household consumption of services has shifted over the past decade. Particular attention is paid to spending on: communications services; finance and real estate services; food and beverage services; traveler accommodation services; amusement and recreation services; and personal and household services. Insights are also provided on why household spending patterns for specific service commodities have changed from 1986 to 1996.More",1999-01-28
26. Canada's Beer Trade: A Swing to Imported Brands Archived,Articles and reports: 65-507-M2006005,https://www150.statcan.gc.ca/n1/pub/65-507-m/65-507-m2006005-eng.htm,"Description: This paper explores trends that have emerged in Canada's trade in beer over the past decade. In particular, the degree to which imported beer has replaced domestic beer as the choice...Description: This paper explores trends that have emerged in Canada's trade in beer over the past decade. In particular, the degree to which imported beer has replaced domestic beer as the choice for Canadians, including which countries have become Canada's main sources for imported beer, are examined.More",2006-02-15
27. Canada's trade and investment with China Archived,Articles and reports: 11-010-X20050068037,https://www150.statcan.gc.ca/n1/pub/11-010-x/00605/8037-eng.htm,"Description: Trade with China continued to grow rapidly last year, with exports outstripping imports thanks to our natural resources. Some new patterns emerged, notably imports of auto parts and...Description: Trade with China continued to grow rapidly last year, with exports outstripping imports thanks to our natural resources. Some new patterns emerged, notably imports of auto parts and the first significant export of energy products. Despite soaring trade flows, direct investment remains low in both directions.More",2005-06-16
28. Canadian agriculture in 2005: A tough year in review Archived,Articles and reports: 21-004-X20060029210,https://www150.statcan.gc.ca/n1/pub/21-004-x/21-004-x2006002-eng.pdf,Description: A brief overview of some agricultural events of 2005 with the goal to put into perpective this complex and changing Canadian agricultural industry - from farm gate consumer.,2006-06-05
29. Canadian Agriculture in 2007: Better Farm Prices and Incomes as World Demand for Food Increases Archived,Articles and reports: 21-004-X200800210669,https://www150.statcan.gc.ca/n1/pub/21-004-x/21-004-x2008002-eng.htm,"Description: The objective of this article is a comprehensive statistical review of Canadian agriculture in 2007, a compilation of key statistical information along with the analysis and...Description: The objective of this article is a comprehensive statistical review of Canadian agriculture in 2007, a compilation of key statistical information along with the analysis and interpretations of Statistics Canada's commodity specialists.More",2008-10-02
30. Canadian agriculture in 2008 : An overview of key events Archived,Articles and reports: 21-004-X200900210942,https://www150.statcan.gc.ca/n1/pub/21-004-x/21-004-x2009002-eng.htm,Description: This article highlights the key agricultural events in 2008.,2009-11-10
31. Canadian Biotechnology Industrial Activities: Features from the 1997 Biotechnology Survey Archived,Articles and reports: 88F0006X2001012,https://www150.statcan.gc.ca/n1/pub/88f0006x/88f0006x2001012-eng.pdf,"Description: As of 1997, Canadian biotech industry was made of 282 core firms. Of these, 214 were small firms with less than 50 employees, 37 were medium firms with 51 to 150 employees, and 31 were...Description: As of 1997, Canadian biotech industry was made of 282 core firms. Of these, 214 were small firms with less than 50 employees, 37 were medium firms with 51 to 150 employees, and 31 were large firms with over 150 employees. They earned $813 million from biotech products sales, $311 million of which were from exports. They employed 9,000 people in biotech related activities and had 8,924 products at all stages of development. Private placements, venture capital and labour sponsored funds were these firms main sources of financing capital. Access to capital was the most serious obstacle faced by the biotech firms in 1997. Marketing and distribution were their major reasons for entertaining strategic alliances, while universities were their most preferred R&D partners.More",2001-09-25
32. Canadian Community Health Survey – Nutrition: Nutrient intakes from food and nutritional supplements  Archived,Stats in brief: 11-001-X20171714544,https://www150.statcan.gc.ca/n1/daily-quotidien/170620/dq170620b-eng.htm,Description: Release published in The Daily – Statistics Canada’s official release bulletin,2017-06-20
33. Canadian Community Health Survey: Rapid response on food skills — mechanical skills and food conceptualization 2013 Archived,Stats in brief: 11-001-X20132748501,https://www150.statcan.gc.ca/n1/daily-quotidien/131001/dq131001b-eng.htm,Description: Release published in The Daily – Statistics Canada’s official release bulletin,2013-10-01
34. Canadian farm families more dependant on off-farm income Archived,Articles and reports: 21-004-X20030036478,https://www150.statcan.gc.ca/n1/pub/21-004-x/2003003/article/6478-eng.pdf,"Description: Total income of farm families is derived from 1999 personal income tax returns of family members. The estimates refer to the income of families involved in a single unincorporated...Description: Total income of farm families is derived from 1999 personal income tax returns of family members. The estimates refer to the income of families involved in a single unincorporated farm, showing a gross operating revenue of $10,000 and over. Families are defined as husband and wife, legal or common-law, with or without children at home; or lone parent, of any marital status, with at least one child living at home. There is no restriction on the age of the children. Children must report a marital status other than ""married"" or ""living common-law"" and have no child living in the household. In 1999, these families operated 150,500 farms, accounting for 76.5% of the total number of unincorporated farms (single operations) reporting a gross revenue of $10,000 and over.Net farm operating income refers to the profit (or loss) from performance of farm operations based on total operating revenues, including all program payments, less total operating expenses, before deducting depreciation.In 1998, Agriculture and Agri-Food Canada (AAFC) developed a farm typology, which categorizes farms into more homogeneous groups than classification based on size, contribution to total agricultural production, or national net farm operating income. Factors such as age, income, business intentions and revenue class have been used to categorize farm operators and farm families into distinct groups. A description of the farm types is presented at the end of this article.More",2003-03-31
35. Canadian food processing industries: Structure and recent changes Archived,Articles and reports: 61-532-X19970013504,/n1/en/catalogue/61-532-X19970013504,Description: The objectives of this paper are to review recent structural changes in Canadian food processing industries and describe how these industries are positioning themselves to take...Description: The objectives of this paper are to review recent structural changes in Canadian food processing industries and describe how these industries are positioning themselves to take advantage of export opportunities and changes in their domestic market. The paper also compares the performance of Canadian food processing industries with international standards and competitors.More,1998-02-02
36. Canadian Retailers Competing for the Consumer's Food Dollar Archived,Articles and reports: 11-621-M2006038,https://www150.statcan.gc.ca/n1/pub/11-621-m/11-621-m2006038-eng.htm,Description: This study examines market shares for retail sales and gross margins by different store types from 1997 to 2004. It focuses on food and beverage stores and general merchandise stores...Description: This study examines market shares for retail sales and gross margins by different store types from 1997 to 2004. It focuses on food and beverage stores and general merchandise stores and on sales of food and beverages. The performance of these two store types in Canada is compared with their counterparts in the United States. This analysis is based on data from the Quarterly Retail Commodity Survey.More,2006-04-11
"37. Canadian Tourism Satellite Account, 2004 Archived",Articles and reports: 13-604-M2009063,https://www150.statcan.gc.ca/n1/pub/13-604-m/13-604-m2009063-eng.htm,"Description: This paper highlights the Canadian Tourism Satellite Account (CTSA) developed by Statistics Canada. The CTSA provides an economic measure of the importance of tourism in terms of...Description: This paper highlights the Canadian Tourism Satellite Account (CTSA) developed by Statistics Canada. The CTSA provides an economic measure of the importance of tourism in terms of expenditures, Gross Domestic Product and employment for Canada. It permits a comparison of tourism with other industries within Canada since the concepts and methods used are based on the framework of the Canadian System of National Accounts. The study revealed that tourism is an important part of Canada's well diversified economy. This paper presents the results of the CTSA for reference year 2004.This study was prepared by staff of the Research and Development Projects and Analysis Section, Income and Expenditure Accounts Division, Statistics Canada. The study was funded by the Canadian Tourism Commission.More",2009-12-24
38. Canadians' eating habits Archived,Articles and reports: 82-003-X20060049609,https://www150.statcan.gc.ca/n1/pub/82-003-x/2006004/article/9609-eng.htm,"Description: This article is an overview of Canadians' eating habits: total calories consumed and the number of servings from the various food groups, as well as the percentage of total calories...Description: This article is an overview of Canadians' eating habits: total calories consumed and the number of servings from the various food groups, as well as the percentage of total calories from fat, protein and carbohydrates. The data are from the 2004 Canadian Community Health Survey.More",2007-05-22
"39. Caring Canadians, Involved Canadians: Highlights from the Canada Survey of Giving, Volunteering and Participating",Journals and periodicals: 71-542-X,/n1/en/catalogue/71-542-X,"Description: This report offers highlights from the 2007 Canada Survey of Giving, Volunteering, and Participating (CSGVP) which was undertaken to better understand how Canadians support individuals...Description: This report offers highlights from the 2007 Canada Survey of Giving, Volunteering, and Participating (CSGVP) which was undertaken to better understand how Canadians support individuals and communities on their own or through their involvement with charitable and non-profit organizations. For this survey, thousands of Canadians aged 15 and over were asked how they: gave money and other resources to individuals and to organizations; volunteered time to help others and to enhance their communities; and participated in the practices which help give substance to active citizenship. The results from this survey allow this report to tell a story about who Canada's volunteers and charitable donors are and the ways in which they contribute to our society.More",2009-06-08
40. Change in total sugars consumption among Canadian children and adults,Articles and reports: 82-003-X201900100002,https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002-eng.htm,"Description: The objective of this analysis was to describe the Canadian population's dietary intakes of total sugars in 2015, and compare these results with estimates from 2004. Data are from the...Description: The objective of this analysis was to describe the Canadian population's dietary intakes of total sugars in 2015, and compare these results with estimates from 2004. Data are from the 2004 and 2015 Canadian Community Health Survey-Nutrition.More",2019-01-16
41. Changes in Canadians’ preferences for milk and dairy products,Articles and reports: 21-004-X201700114786,https://www150.statcan.gc.ca/n1/pub/21-004-x/2017001/article/14786-eng.htm,Description: This article will show how commercial sales of fluid milk and the Canadians’ preferences of milk and dairy products have changed over the last few decades.,2017-04-21
42. Changes in output levels of services industries since the 1980's Archived,Stats in brief: 63-016-X19980013844,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x1998001-eng.pdf,"Description: This brief descriptive article takes a glance at changes in the output levels for various major service industry groups and some specific service industries within these groups. The...Description: This brief descriptive article takes a glance at changes in the output levels for various major service industry groups and some specific service industries within these groups. The major service industry groups to be examined here include: communications; finance, insurance and real estate; business services; traveler accommodation and food services; and leisure and personal services. These are the same industry groupings for which quarterly data are regularly presented in the latter half of this publication.More",1998-07-10
43. Characteristics and performance of hotels and motor hotels Archived,Articles and reports: 63-016-X20000015128,https://www150.statcan.gc.ca/n1/pub/63-016-x/63-016-x2000001-eng.pdf,"Description: The objective of this article is to present relative meaures of characteristics, performance and workforce of hotels and motor hotels with some information specific to small-medium-and...Description: The objective of this article is to present relative meaures of characteristics, performance and workforce of hotels and motor hotels with some information specific to small-medium-and large-size establishments.More",2000-07-18
44. Characteristics and Performance of Hotels and Motor Hotels Archived,Articles and reports: 63F0002X2000033,https://www150.statcan.gc.ca/n1/pub/63f0002x/63f0002x2000033-eng.pdf,"Description: Based on 1997 results from the Traveller Accommodation Survey, it profiles Canada's hotels and motor hotels industry. Relative measures of the industry's characteristics, performance...Description: Based on 1997 results from the Traveller Accommodation Survey, it profiles Canada's hotels and motor hotels industry. Relative measures of the industry's characteristics, performance and workforce are presented with some information specific to small, medium, and large-sized establishments. The data indicate that, for a variety of reasons, large-sized hotels and motor hotels outperform other establishments in the industry.More",2000-12-13
45. Combining nutrient intake from food/beverages and vitamin/mineral supplements Archived,Articles and reports: 82-003-X201000411350,https://www150.statcan.gc.ca/n1/pub/82-003-x/2010004/article/11350-eng.htm,Description: This article describes methods for combining food and supplement intake of a given nutrient.,2010-10-20
46. Coming of age - biotech revenues are on the rise Archived,Articles and reports: 88-003-X20030016476,https://www150.statcan.gc.ca/n1/pub/88-003-x/88-003-x2003001-eng.pdf,"Description: Canadian biotechnology is gaining momentum. More firms are getting their products onto the markets and increasing revenues. With the human health sector leading the way, biotechnology...Description: Canadian biotechnology is gaining momentum. More firms are getting their products onto the markets and increasing revenues. With the human health sector leading the way, biotechnology revenues rose by a massive 343% for the 1997 to 2001 period, reaching $3.5 billion in 2001. During this same period, the number of firms increased by 33%.More",2003-02-18
47. Comparative Study of Analytical Consumer Price Indexes for Different Subgroups of the Reference Population Archived,Articles and reports: 62F0014M1998013,https://www150.statcan.gc.ca/n1/pub/62f0014m/62f0014m1998013-eng.pdf,"Description: The reference population for the Consumer Price Index (CPI) has been represented, since the 1992 updating of the basket of goods and services, by families and unattached individuals...Description: The reference population for the Consumer Price Index (CPI) has been represented, since the 1992 updating of the basket of goods and services, by families and unattached individuals living in private urban or rural households. The official CPI is a measure of the average percentage change over time in the cost of a fixed basket of goods and services purchased by Canadian consumers.Because of the broadly defined target population of the CPI, the measure has been criticised for failing to reflect the inflationary experiences of certain socio-economic groups. This study examines this question for three sub-groups of the reference population of the CPI. It is an extension of earlier studies on the subject done at Statistics Canada.In this document, analytical consumer price indexes sub-group indexes are compared to the analytical index for the whole population calculated at the national geographic level.The findings tend to point to those of earlier Statistics Canada studies on sub-groups in the CPI reference population. Those studies have consistently concluded that a consumer price index established for a given sub-group does not differ substantially from the index for the whole reference population.More",1999-05-13
